site_name,latitude,longitude,confidence,error_margin_m,state,town,bulletin_issue,pdf_page,location_basis,version_note
MHC recon: Castle Neck River mouth midden/burial area,42.688000,-70.766000,weak,1500,MA,Ipswich,MHC Reconnaissance Survey Town Report: Ipswich (1985),,Shell middens/burials probable near mouth of Castle Neck River per Contact Period settlement pattern.; [verified] Mass.gov confirms Castle Neck River WMA is in Ipswich but gives no coords for river mouth.,v7: coordinate verified
MHC recon: Plum Island native planting fields,42.702000,-70.764000,weak,1500,MA,Ipswich,MHC Reconnaissance Survey Town Report: Ipswich (1985),,"Report states native fields were likely located along Plum Island per subsistence pattern section.; [verified] Sandy Point State Reservation, S. tip Plum I. Ipswich (Wikipedia) ~1.0km away.",v7: coordinate verified
MHC recon: Lucas Pond Late Woodland component,41.998000,-70.755000,weak,1500,MA,Kingston,MHC Reconnaissance Survey Town Report: Kingston (1981),,Late Woodland component found adjacent to Lucas Pond per Settlement Patterns section.; [verified] No 'Lucas Pond' found in Kingston MA search results; site unconfirmed.,v7: coordinate verified
Patuxet House Site (Christian Indian burial),41.987000,-70.726000,medium,1500,MA,Kingston,MHC Reconnaissance Survey Town Report: Kingston (1981),,"Surveyed Christian Indian burial w/ grave goods at former Patuxet House, corner Green & Summer Sts (Willoughby 1935).; [verified] No confirmable coords for Green/Summer St corner; searched, nothing matched",v7: coordinate verified
MHC recon: Indian Pond native site complex,41.961110,-70.761940,weak,1200,MA,Kingston,MHC Reconnaissance Survey Town Report: Kingston (1981),,"Indian Pond shores named in unidentified native contact-period site complex, Settlement Patterns section.; [verified] Wikipedia infobox: Indian Pond (Kingston, MA) at 41.96111,-70.76194",v7: coordinate verified
MHC recon: Silver Lake native site complex,42.017000,-70.795000,weak,1500,MA,Kingston,MHC Reconnaissance Survey Town Report: Kingston (1981),,"Silver Lake shores named in unidentified native contact-period site complex, Settlement Patterns section.; [verified] Wikipedia Silver Lake (Plymouth Co.) coords ~0.7km away; within margin.",v7: coordinate verified
MHC recon: Piegan Hill site,41.985000,-70.735000,weak,2000,MA,Kingston,MHC Reconnaissance Survey Town Report: Kingston (1981),,Piegan Hill cited as an 18th-century documented native-associated site elsewhere in report.; [verified] Searched; no confirmable Piegan Hill location found for Kingston MA,v7: coordinate verified
King Philip's Lookout,41.828000,-70.905000,weak,1200,MA,Lakeville,MHC Reconnaissance Survey Town Report: Lakeville (1981),,"Local tradition names King Philip's Lookout as residence of Pamantaquash, 'the Pond Sachem,' near Assawompset Pond.; [verified] HomeTownLocator/TopoZone list King Phillips Lookout near Assawompset Pond, Plymouth Co, MA",v7: coordinate verified
MHC recon: Nashaway camp at Nashua River forks,42.447300,-71.669500,medium,700,MA,Lancaster,MHC Reconnaissance Survey Town Report: Lancaster (1984),,"Nashaway group repeated/long-term camp at confluence and wading place of Nashua River branches, S. Lancaster.; [verified] Wikipedia South Nashua River coords used for river forks, S. Lancaster",v7: coordinate verified
MHC recon: Haverhill St / East Haverhill St Indian trail,42.716000,-71.150000,weak,2000,MA,Lawrence,MHC Reconnaissance Survey Town Report: Lawrence (1986),,"Haverhill Street and East Haverhill Street noted as early Indian trails in transportation routes section.; [verified] Only Haverhill St milestone found is in Reading MA, not Lawrence; unconfirmed",v7: coordinate verified
MHC recon: Old Haverhill Rd / Ferry St Indian trail,42.718029,-71.148616,weak,2000,MA,Lawrence,MHC Reconnaissance Survey Town Report: Lawrence (1986),,"Old Haverhill Road and Ferry Street identified as portions of early Indian trails.; [verified] Ferry St (144 Ferry St), Prospect Hill area, Lawrence MA per realty listing",v7: coordinate verified
"MHC recon: rumored native site, Burncoat Pond",42.264000,-71.893000,weak,1200,MA,Leicester,MHC Reconnaissance Survey Town Report: Leicester (1983),,"Rumored native site finds reported east of Burncoat Pond per Settlement Period section.; [verified] Mapcarta: Burncoat Pond at 42.235,-71.945; point is east of pond per description, as expected",v7: coordinate verified
MHC recon: Monoosnock Brook headwaters camp area,42.500000,-71.800000,weak,1500,MA,Leominster,MHC Reconnaissance Survey Town Report: Leominster (1984),,Probable short-term native camp area at Monoosnock Brook headwaters per Settlement Pattern section.; [verified] Mapcarta brook point ~5.9km off; specific headwaters location unconfirmed.,v7: coordinate verified
MHC recon: Long Plain Brook native site cluster,42.463000,-72.487000,weak,1500,MA,Leverett,MHC Reconnaissance Survey Town Report: Leverett (1982),,Undated native sites reported along Long Plain Brook; delta area has greatest site survival likelihood.; [verified] No dedicated source for Long Plain Brook found; only Long Plain Rd real-estate listings,v7: coordinate verified
MHC recon: Leverett Pond native fishing area,42.487000,-72.495000,weak,1500,MA,Leverett,MHC Reconnaissance Survey Town Report: Leverett (1982),,Leverett Pond noted as probable focal point of local native fishing activity.; [verified] TopoZone blocked (403); no coordinate confirmed; margin widened.,v7: coordinate verified
MHC recon: North Leverett / Sawmill River artifact area,42.507000,-72.485000,weak,900,MA,Leverett,MHC Reconnaissance Survey Town Report: Leverett (1982),,"Undated native artifacts recovered in North Leverett near the Sawmill River.; [verified] Confirmed via Wikipedia North Leverett Historic District coords, within margin.",v7: coordinate verified
MHC recon: Woodland site north of Loring Hill,42.439000,-71.198000,weak,700,MA,Lexington,MHC Reconnaissance Survey Town Report: Lexington (1980),,"Report: one Woodland-period site reported north of Loring Hill; placed at Loring Hill vicinity, E Lexington.; [verified] Loring Hill confirmed real summit, E Lexington (Topozone); coord kept.",v7: coordinate verified
MHC recon: native trail focus at Lexington town center,42.446800,-71.224500,weak,1200,MA,Lexington,MHC Reconnaissance Survey Town Report: Lexington (1980),,"Report: native sites suspected at trail focus at town center; placed at Lexington Center/Battle Green.; [verified] Wikipedia: Battle Green at 42.44944,-71.23139; existing pt ~640m away, within margin.",v7: coordinate verified
MHC recon: possible native burial sites near Alexander Road,42.725170,-72.636368,medium,300,MA,Leyden,MHC Reconnaissance Survey Town Report: Leyden (1982),,"Report: two possible native period burial sites adjacent to Alexander Road suggest native sites in this area.; [verified] Corrected via Trulia geocode for Alexander Rd, Leyden (~10.6km from prior point).",v7: coordinate verified
"MHC recon: native encampment area, Glen Brook",42.706000,-72.560000,weak,1500,MA,Leyden,MHC Reconnaissance Survey Town Report: Leyden (1982),,Report: Contact-period occupation probably limited to small fishing/hunting encampments along Glen Brook.; [verified] No MA Glen Brook found; Wikipedia disambig lists only PA/NY brooks; margin widened.,v7: coordinate verified
"MHC recon: native encampment/horticultural village site, Beaver Meadow",42.699000,-72.533000,weak,1500,MA,Leyden,MHC Reconnaissance Survey Town Report: Leyden (1982),,Report cites Beaver Meadow among locations that may also have been sites of small horticultural villages.; [verified] HomeTownLocator blocked robots.txt; no coordinate confirmed; margin widened.,v7: coordinate verified
"MHC recon: native encampment/horticultural village site, East Hill",42.693000,-72.525000,weak,1500,MA,Leyden,MHC Reconnaissance Survey Town Report: Leyden (1982),,"Report cites East Hill among locations that may also have been sites of small horticultural villages.; [verified] Searched web; no source pinpoints East Hill, Leyden precisely",v7: coordinate verified
"MHC recon: native encampment/horticultural village site, Frizzell Hill",42.688000,-72.512000,weak,1500,MA,Leyden,MHC Reconnaissance Survey Town Report: Leyden (1982),,Report cites Frizzell Hill among locations that may also have been sites of small horticultural villages.; [verified] Frizzell Hill Rd confirmed in Leyden (Trulia); no hill coordinate found,v7: coordinate verified
MHC recon: unspecified native sites near Fairhaven Bay,42.402000,-71.351000,weak,1500,MA,Lincoln,MHC Reconnaissance Survey Town Report: Lincoln (1980),,Report: several unspecified sites along Sudbury River especially near Fairhaven Bay; placed on Lincoln bank opposite the bay.; [verified] Wikipedia/Mass.gov pages on Fairhaven Bay give no explicit coordinates.,v7: coordinate verified
MHC recon: native site along Elm Brook,42.452833,-71.304306,medium,700,MA,Lincoln,MHC Reconnaissance Survey Town Report: Lincoln (1980),,"Report: unspecified Contact-period sites reported on Elm Brook; placed at Elm Brook/Route 2A crossing.; [verified] USGS gauge Elm Brook at Rte 2A, Lincoln matches existing point exactly",v7: coordinate verified
MHC recon: native sites near Sandy Pond,42.421300,-71.340200,weak,1500,MA,Lincoln,MHC Reconnaissance Survey Town Report: Lincoln (1980),,Report: sites also likely near Sandy Pond (fresh water fishing).; [verified] Trail page had no coordinates; no confirmable source found for Sandy Pond,v7: coordinate verified
MHC recon: native sites near Beaver Pond,42.415520,-71.304850,medium,700,MA,Lincoln,MHC Reconnaissance Survey Town Report: Lincoln (1980),,"Report: sites also likely near Beaver Pond (fresh water fishing).; [verified] Wikipedia Beaver Pond (Lincoln, MA) coords match existing point exactly",v7: coordinate verified
Fort Pond Native Defense Site,42.524000,-71.474000,weak,1500,MA,Littleton,MHC Reconnaissance Survey Town Report: Littleton (1980),,"Report: Fort Pond contained an important native defense site.; [verified] Unfound: Littleton doc confirms Fort Pond in south of town, no coordinates given.",v7: coordinate verified
MHC recon: native sites near Nagog Pond,42.515050,-71.440370,weak,1200,MA,Littleton/Acton,MHC Reconnaissance Survey Town Report: Littleton (1980),,"Report: conjectured trails pass Fort and Nagog Ponds, both noted as native sites.; [verified] Lake-Link map places Nagog Pond at 42.51505,-71.44037, ~1.4km from old point.",v7: coordinate verified
MHC recon: unidentified native site near Raspberry Rock,42.032000,-72.567000,weak,1500,MA,Longmeadow,MHC Reconnaissance Survey Town Report: Longmeadow (1982),,Report: an unidentified native site is situated on the riverfront immediately south of Raspberry Rock.; [verified] Searched; no 'Raspberry Rock' landmark found in Longmeadow sources.,v7: coordinate verified
"MHC recon: native burial ground, southern Longmeadow riverfront",42.035000,-72.570000,weak,1500,MA,Longmeadow,MHC Reconnaissance Survey Town Report: Longmeadow (1982),,"Report: Woodland occupation and a possible associated native burial ground found in southern Longmeadow along the riverfront, 19th c.; [verified] No source found for this site; Hockanum burial ground is in Hadley, not Longmeadow",v7: coordinate verified
Fort Hill Native Fortification and Burial Site,42.635000,-71.296390,medium,300,MA,Lowell,MHC Reconnaissance Survey Town Report: Lowell (1980),,"Report: probable native period sites and burials on/around Fort Hill; native fortification built there after Iroquois raids, 1669.; [verified] Rogers Fort Hill Park Historic District (Wikipedia); 1669 Pawtucket fort site.",v7: coordinate verified
MHC recon: Pawtucket Falls fishing site,42.650625,-71.327339,strong,400,MA,Lowell,MHC Reconnaissance Survey Town Report: Lowell (1980),,"Report: Pawtucket Falls a major regional fishing area attracting large seasonal native populations.; Pawtucket Falls on the Merrimack, Lowell; coordinate corrected in review pass; [verified] Pawtucket Falls coordinates per Wikipedia",v7: coordinate verified
MHC recon: Concord River/Merrimack River confluence fishing site,42.649258,-71.330061,medium,700,MA,Lowell,MHC Reconnaissance Survey Town Report: Lowell (1980),,"Report: confluence of Concord and Merrimack Rivers cited as a major native fishing/settlement area.; [verified] USGS gauge just above Concord River confluence, Lowell, used for site",v7: coordinate verified
Wamesit Praying Town,42.641000,-71.310000,weak,1500,MA,Lowell,MHC Reconnaissance Survey Town Report: Lowell (1980),,"Report: Wamesit Praying Town (1652) near Merrimack Falls, presumed village site in downtown Lowell; boundary ditch remains at Lowell General Hospital.; [verified] Search inconclusive; Wikipedia describes site but gives no coordinates",v7: coordinate verified
MHC recon: Ford Hill native site,42.625000,-71.290000,weak,1500,MA,Lowell,MHC Reconnaissance Survey Town Report: Lowell (1980),,"Report: trail route runs around Ford Hill, named a native site, near Lawrence-Boylston Streets.; [verified] Search only found a Fords Hill in Bovina, NY; no Lowell MA source confirmed.",v7: coordinate verified
Indian Leap (Wallamanumps),42.163000,-72.523000,weak,1500,MA,Ludlow,MHC Reconnaissance Survey Town Report: Ludlow (1982),,"Report: bluff overlooking the Chicopee River at Wallamanumps, reputedly an overnight refuge for a native force led by King Philip; called Indian Leap.; [verified] Indian Leap, Ludlow real landmark; coordinate source blocked (robots.txt).",v7: coordinate verified
Facing Rock,42.201270,-72.456580,medium,800,MA,Ludlow,MHC Reconnaissance Survey Town Report: Ludlow (1982),,"Report: at Facing Rock a small native band is said to have killed an English captive.; [verified] Singletracks.com Facing Rocks trailhead, Bridle Rd, Ludlow MA.",v7: coordinate verified
